id,title,description,availability,availability_date,expiration_date,link,mobile_link,image_link,price,sale_price,sale_price_effective_date,identifier_exists,gtin,mpn,brand,product_highlight,product_detail,additional_image_link,condition,adult,color,size,size_type,size_system,gender,material,pattern,age_group,multipack,is bundle,unit_pricing_measure,unit_pricing_base_measure,energy_efficiency_class,min_energy_efficiency_class,max_energy_efficiency,item_group_id,video_link,virtual_model_link,cost_of_goods_sold
ali-barra-de-bebidas-basica,Barra de bebidas — Basica,Barra de bebidas — Basica de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $4500.00 MXN. Precio unitario de referencia: $150.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/images/productos/barra-bebidas.png,150.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Basica"", ""Disponible en CDMX""",Categoría:alimentos:Barra de bebidas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-bebidas,,,
ali-barra-de-bebidas-tradicional,Barra de bebidas — Tradicional,Barra de bebidas — Tradicional de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $5400.00 MXN. Precio unitario de referencia: $180.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/images/productos/barra-bebidas.png,180.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Tradicional"", ""Disponible en CDMX""",Categoría:alimentos:Barra de bebidas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-bebidas,,,
ali-barra-de-bebidas-premium,Barra de bebidas — Premium,Barra de bebidas — Premium de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $6000.00 MXN. Precio unitario de referencia: $200.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/images/productos/barra-bebidas.png,200.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Premium"", ""Disponible en CDMX""",Categoría:alimentos:Barra de bebidas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-bebidas,,,
ali-barra-de-bebidas-con-alcohol-basica,Barra de bebidas con Alcohol — Basica,Barra de bebidas con Alcohol — Basica de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $11100.00 MXN. Precio unitario de referencia: $370.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/images/productos/barra-bebidas.png,370.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Basica"", ""Disponible en CDMX""",Categoría:alimentos:Barra de bebidas con Alcohol,,new,no,,,,,,,,,,,,,,,,ali-barra-de-bebidas-con-alcohol,,,
ali-barra-de-bebidas-con-alcohol-tradicional,Barra de bebidas con Alcohol — Tradicional,Barra de bebidas con Alcohol — Tradicional de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $12300.00 MXN. Precio unitario de referencia: $410.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/images/productos/barra-bebidas.png,410.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Tradicional"", ""Disponible en CDMX""",Categoría:alimentos:Barra de bebidas con Alcohol,,new,no,,,,,,,,,,,,,,,,ali-barra-de-bebidas-con-alcohol,,,
ali-barra-de-bebidas-con-alcohol-premium,Barra de bebidas con Alcohol — Premium,Barra de bebidas con Alcohol — Premium de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $18000.00 MXN. Precio unitario de referencia: $600.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/catalogos/barra-de-bebidas,https://bodasesor.com/images/productos/barra-bebidas.png,600.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Premium"", ""Disponible en CDMX""",Categoría:alimentos:Barra de bebidas con Alcohol,,new,no,,,,,,,,,,,,,,,,ali-barra-de-bebidas-con-alcohol,,,
ali-barra-de-cafe-barra-de-cafe,Barra de Café — Barra de Café,Barra de Café — Barra de Café de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $5400.00 MXN. Precio unitario de referencia: $180.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-cafe,https://bodasesor.com/catalogos/barra-de-cafe,https://bodasesor.com/images/productos/barra-cafe-premium.png,180.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Barra de Café"", ""Disponible en CDMX""",Categoría:alimentos:Barra de Café,,new,no,,,,,,,,,,,,,,,,ali-barra-de-cafe,,,
ali-barra-de-crepas-solo-alimentos,Barra de Crepas — Solo Alimentos,Barra de Crepas — Solo Alimentos de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $8400.00 MXN. Precio unitario de referencia: $280.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-crepas,https://bodasesor.com/catalogos/barra-de-crepas,https://bodasesor.com/images/productos/barra-crepas.png,280.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Solo Alimentos"", ""Disponible en CDMX""",Categoría:alimentos:Barra de Crepas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-crepas,,,
ali-barra-de-crepas-basico,Barra de Crepas — Basico,Barra de Crepas — Basico de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $21900.00 MXN. Precio unitario de referencia: $730.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-crepas,https://bodasesor.com/catalogos/barra-de-crepas,https://bodasesor.com/images/productos/barra-crepas.png,730.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Basico"", ""Disponible en CDMX""",Categoría:alimentos:Barra de Crepas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-crepas,,,
ali-barra-de-crepas-tradicional,Barra de Crepas — Tradicional,Barra de Crepas — Tradicional de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $23400.00 MXN. Precio unitario de referencia: $780.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-crepas,https://bodasesor.com/catalogos/barra-de-crepas,https://bodasesor.com/images/productos/barra-crepas.png,780.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Tradicional"", ""Disponible en CDMX""",Categoría:alimentos:Barra de Crepas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-crepas,,,
ali-barra-de-crepas-premium,Barra de Crepas — Premium,Barra de Crepas — Premium de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $24900.00 MXN. Precio unitario de referencia: $830.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-crepas,https://bodasesor.com/catalogos/barra-de-crepas,https://bodasesor.com/images/productos/barra-crepas.png,830.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Premium"", ""Disponible en CDMX""",Categoría:alimentos:Barra de Crepas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-crepas,,,
ali-barra-de-mariscos-solo-alimentos,Barra de mariscos — Solo Alimentos,Barra de mariscos — Solo Alimentos de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $13500.00 MXN. Precio unitario de referencia: $450.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-mariscos,https://bodasesor.com/catalogos/barra-de-mariscos,https://bodasesor.com/images/productos/barra-mariscos.png,450.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Solo Alimentos"", ""Disponible en CDMX""",Categoría:alimentos:Barra de mariscos,,new,no,,,,,,,,,,,,,,,,ali-barra-de-mariscos,,,
ali-barra-de-mariscos-basico,Barra de mariscos — Basico,Barra de mariscos — Basico de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $24000.00 MXN. Precio unitario de referencia: $800.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-mariscos,https://bodasesor.com/catalogos/barra-de-mariscos,https://bodasesor.com/images/productos/barra-mariscos.png,800.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Basico"", ""Disponible en CDMX""",Categoría:alimentos:Barra de mariscos,,new,no,,,,,,,,,,,,,,,,ali-barra-de-mariscos,,,
ali-barra-de-mariscos-tradicional,Barra de mariscos — Tradicional,Barra de mariscos — Tradicional de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $25500.00 MXN. Precio unitario de referencia: $850.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-mariscos,https://bodasesor.com/catalogos/barra-de-mariscos,https://bodasesor.com/images/productos/barra-mariscos.png,850.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Tradicional"", ""Disponible en CDMX""",Categoría:alimentos:Barra de mariscos,,new,no,,,,,,,,,,,,,,,,ali-barra-de-mariscos,,,
ali-barra-de-mariscos-premium,Barra de mariscos — Premium,Barra de mariscos — Premium de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $27000.00 MXN. Precio unitario de referencia: $900.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-mariscos,https://bodasesor.com/catalogos/barra-de-mariscos,https://bodasesor.com/images/productos/barra-mariscos.png,900.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Premium"", ""Disponible en CDMX""",Categoría:alimentos:Barra de mariscos,,new,no,,,,,,,,,,,,,,,,ali-barra-de-mariscos,,,
ali-barra-de-paninis-solo-alimentos,Barra de paninis — Solo Alimentos,Barra de paninis — Solo Alimentos de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $9900.00 MXN. Precio unitario de referencia: $330.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-paninis,https://bodasesor.com/catalogos/barra-de-paninis,https://bodasesor.com/images/productos/barra-paninis.png,330.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Solo Alimentos"", ""Disponible en CDMX""",Categoría:alimentos:Barra de paninis,,new,no,,,,,,,,,,,,,,,,ali-barra-de-paninis,,,
ali-barra-de-paninis-basico,Barra de paninis — Basico,Barra de paninis — Basico de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $22500.00 MXN. Precio unitario de referencia: $750.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-paninis,https://bodasesor.com/catalogos/barra-de-paninis,https://bodasesor.com/images/productos/barra-paninis.png,750.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Basico"", ""Disponible en CDMX""",Categoría:alimentos:Barra de paninis,,new,no,,,,,,,,,,,,,,,,ali-barra-de-paninis,,,
ali-barra-de-paninis-tradicional,Barra de paninis — Tradicional,Barra de paninis — Tradicional de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $24000.00 MXN. Precio unitario de referencia: $800.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-paninis,https://bodasesor.com/catalogos/barra-de-paninis,https://bodasesor.com/images/productos/barra-paninis.png,800.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Tradicional"", ""Disponible en CDMX""",Categoría:alimentos:Barra de paninis,,new,no,,,,,,,,,,,,,,,,ali-barra-de-paninis,,,
ali-barra-de-paninis-premium,Barra de paninis — Premium,Barra de paninis — Premium de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $25500.00 MXN. Precio unitario de referencia: $850.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-paninis,https://bodasesor.com/catalogos/barra-de-paninis,https://bodasesor.com/images/productos/barra-paninis.png,850.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Premium"", ""Disponible en CDMX""",Categoría:alimentos:Barra de paninis,,new,no,,,,,,,,,,,,,,,,ali-barra-de-paninis,,,
ali-barra-de-pastas-y-ensaladas-solo-alimentos,Barra de pastas y ensaladas — Solo Alimentos,Barra de pastas y ensaladas — Solo Alimentos de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $10200.00 MXN. Precio unitario de referencia: $340.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-pastas-y-ensaladas,https://bodasesor.com/catalogos/barra-de-pastas-y-ensaladas,https://bodasesor.com/images/productos/barra-pastas.png,340.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Solo Alimentos"", ""Disponible en CDMX""",Categoría:alimentos:Barra de pastas y ensaladas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-pastas-y-ensaladas,,,
ali-barra-de-pastas-y-ensaladas-basico,Barra de pastas y ensaladas — Basico,Barra de pastas y ensaladas — Basico de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $23400.00 MXN. Precio unitario de referencia: $780.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-pastas-y-ensaladas,https://bodasesor.com/catalogos/barra-de-pastas-y-ensaladas,https://bodasesor.com/images/productos/barra-pastas.png,780.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Basico"", ""Disponible en CDMX""",Categoría:alimentos:Barra de pastas y ensaladas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-pastas-y-ensaladas,,,
ali-barra-de-pastas-y-ensaladas-tradicional,Barra de pastas y ensaladas — Tradicional,Barra de pastas y ensaladas — Tradicional de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $24900.00 MXN. Precio unitario de referencia: $830.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-pastas-y-ensaladas,https://bodasesor.com/catalogos/barra-de-pastas-y-ensaladas,https://bodasesor.com/images/productos/barra-pastas.png,830.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Tradicional"", ""Disponible en CDMX""",Categoría:alimentos:Barra de pastas y ensaladas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-pastas-y-ensaladas,,,
ali-barra-de-pastas-y-ensaladas-premium,Barra de pastas y ensaladas — Premium,Barra de pastas y ensaladas — Premium de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $26400.00 MXN. Precio unitario de referencia: $880.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-pastas-y-ensaladas,https://bodasesor.com/catalogos/barra-de-pastas-y-ensaladas,https://bodasesor.com/images/productos/barra-pastas.png,880.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Premium"", ""Disponible en CDMX""",Categoría:alimentos:Barra de pastas y ensaladas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-pastas-y-ensaladas,,,
ali-barra-de-pizzas-basico,Barra de pizzas — Basico,Barra de pizzas — Basico de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $23400.00 MXN. Precio unitario de referencia: $780.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-pizzas,https://bodasesor.com/catalogos/barra-de-pizzas,https://bodasesor.com/images/productos/barra-pizzas.png,780.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Basico"", ""Disponible en CDMX""",Categoría:alimentos:Barra de pizzas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-pizzas,,,
ali-barra-de-pizzas-tradicional,Barra de pizzas — Tradicional,Barra de pizzas — Tradicional de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $24900.00 MXN. Precio unitario de referencia: $830.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-pizzas,https://bodasesor.com/catalogos/barra-de-pizzas,https://bodasesor.com/images/productos/barra-pizzas.png,830.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Tradicional"", ""Disponible en CDMX""",Categoría:alimentos:Barra de pizzas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-pizzas,,,
ali-barra-de-pizzas-premium,Barra de pizzas — Premium,Barra de pizzas — Premium de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $26400.00 MXN. Precio unitario de referencia: $880.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-pizzas,https://bodasesor.com/catalogos/barra-de-pizzas,https://bodasesor.com/images/productos/barra-pizzas.png,880.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Premium"", ""Disponible en CDMX""",Categoría:alimentos:Barra de pizzas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-pizzas,,,
ali-barra-de-pizzas-mas-pastas,Barra de pizzas — Mas pastas,Barra de pizzas — Mas pastas de Bodasesor para eventos en CDMX y área metropolitana. Extras: Precio extra a la barra de pizzas. Precio mínimo de salida desde $4500.00 MXN. Precio unitario de referencia: $150.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-pizzas,https://bodasesor.com/catalogos/barra-de-pizzas,https://bodasesor.com/images/productos/barra-pizzas.png,150.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Mas pastas"", ""Disponible en CDMX""",Categoría:alimentos:Barra de pizzas,,new,no,,,,,,,,,,,,,,,,ali-barra-de-pizzas,,,
ali-barra-de-sushi-solo-alimentos,Barra de sushi — Solo Alimentos,Barra de sushi — Solo Alimentos de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $12600.00 MXN. Precio unitario de referencia: $420.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-sushi,https://bodasesor.com/catalogos/barra-de-sushi,https://bodasesor.com/images/productos/barra-sushi.png,420.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Solo Alimentos"", ""Disponible en CDMX""",Categoría:alimentos:Barra de sushi,,new,no,,,,,,,,,,,,,,,,ali-barra-de-sushi,,,
ali-barra-de-sushi-basico,Barra de sushi — Basico,Barra de sushi — Basico de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $24000.00 MXN. Precio unitario de referencia: $800.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-sushi,https://bodasesor.com/catalogos/barra-de-sushi,https://bodasesor.com/images/productos/barra-sushi.png,800.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Basico"", ""Disponible en CDMX""",Categoría:alimentos:Barra de sushi,,new,no,,,,,,,,,,,,,,,,ali-barra-de-sushi,,,
ali-barra-de-sushi-tradicional,Barra de sushi — Tradicional,Barra de sushi — Tradicional de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $25500.00 MXN. Precio unitario de referencia: $850.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-sushi,https://bodasesor.com/catalogos/barra-de-sushi,https://bodasesor.com/images/productos/barra-sushi.png,850.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Tradicional"", ""Disponible en CDMX""",Categoría:alimentos:Barra de sushi,,new,no,,,,,,,,,,,,,,,,ali-barra-de-sushi,,,
ali-barra-de-sushi-premium,Barra de sushi — Premium,Barra de sushi — Premium de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $27000.00 MXN. Precio unitario de referencia: $900.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-de-sushi,https://bodasesor.com/catalogos/barra-de-sushi,https://bodasesor.com/images/productos/barra-sushi.png,900.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Premium"", ""Disponible en CDMX""",Categoría:alimentos:Barra de sushi,,new,no,,,,,,,,,,,,,,,,ali-barra-de-sushi,,,
ali-barra-yucateca-solo-alimentos,Barra Yucateca — Solo Alimentos,Barra Yucateca — Solo Alimentos de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $9900.00 MXN. Precio unitario de referencia: $330.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-yucateca,https://bodasesor.com/catalogos/barra-yucateca,https://bodasesor.com/images/productos/barra-yucateca.png,330.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Solo Alimentos"", ""Disponible en CDMX""",Categoría:alimentos:Barra Yucateca,,new,no,,,,,,,,,,,,,,,,ali-barra-yucateca,,,
ali-barra-yucateca-basico,Barra Yucateca — Basico,Barra Yucateca — Basico de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $22500.00 MXN. Precio unitario de referencia: $750.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-yucateca,https://bodasesor.com/catalogos/barra-yucateca,https://bodasesor.com/images/productos/barra-yucateca.png,750.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Basico"", ""Disponible en CDMX""",Categoría:alimentos:Barra Yucateca,,new,no,,,,,,,,,,,,,,,,ali-barra-yucateca,,,
ali-barra-yucateca-tradicional,Barra Yucateca — Tradicional,Barra Yucateca — Tradicional de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $24000.00 MXN. Precio unitario de referencia: $800.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-yucateca,https://bodasesor.com/catalogos/barra-yucateca,https://bodasesor.com/images/productos/barra-yucateca.png,800.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Tradicional"", ""Disponible en CDMX""",Categoría:alimentos:Barra Yucateca,,new,no,,,,,,,,,,,,,,,,ali-barra-yucateca,,,
ali-barra-yucateca-premium,Barra Yucateca — Premium,Barra Yucateca — Premium de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $25500.00 MXN. Precio unitario de referencia: $850.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/barra-yucateca,https://bodasesor.com/catalogos/barra-yucateca,https://bodasesor.com/images/productos/barra-yucateca.png,850.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Premium"", ""Disponible en CDMX""",Categoría:alimentos:Barra Yucateca,,new,no,,,,,,,,,,,,,,,,ali-barra-yucateca,,,
ali-betun-clasico-betun-liso,Betún Clásico — Betún liso,Betún Clásico — Betún liso de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $1050.00 MXN. Precio unitario de referencia: $35.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/cupcakes-y-betun,https://bodasesor.com/catalogos/cupcakes-y-betun,https://bodasesor.com/images/productos/cupcakes-gourmet.png,35.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Betún liso"", ""Disponible en CDMX""",Categoría:alimentos:Betún Clásico,,new,no,,,,,,,,,,,,,,,,ali-betun-clasico,,,
ali-betun-decorado-betun-con-decoracion-manual,Betún Decorado — Betún con decoración manual,Betún Decorado — Betún con decoración manual de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $1350.00 MXN. Precio unitario de referencia: $45.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/cupcakes-y-betun,https://bodasesor.com/catalogos/cupcakes-y-betun,https://bodasesor.com/images/productos/cupcakes-gourmet.png,45.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Betún con decoración manual"", ""Disponible en CDMX""",Categoría:alimentos:Betún Decorado,,new,no,,,,,,,,,,,,,,,,ali-betun-decorado,,,
ali-bocadillos-solo-alimentos,Bocadillos — Solo Alimentos,Bocadillos — Solo Alimentos de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $9600.00 MXN. Precio unitario de referencia: $320.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/bocadillos,https://bodasesor.com/catalogos/bocadillos,https://bodasesor.com/images/productos/bocadillos.png,320.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Solo Alimentos"", ""Disponible en CDMX""",Categoría:alimentos:Bocadillos,,new,no,,,,,,,,,,,,,,,,ali-bocadillos,,,
ali-bocadillos-basico,Bocadillos — Basico,Bocadillos — Basico de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $22500.00 MXN. Precio unitario de referencia: $750.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/bocadillos,https://bodasesor.com/catalogos/bocadillos,https://bodasesor.com/images/productos/bocadillos.png,750.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Basico"", ""Disponible en CDMX""",Categoría:alimentos:Bocadillos,,new,no,,,,,,,,,,,,,,,,ali-bocadillos,,,
ali-bocadillos-tradicional,Bocadillos — Tradicional,Bocadillos — Tradicional de Bodasesor para eventos en CDMX y área metropolitana. Precio mínimo de salida desde $24000.00 MXN. Precio unitario de referencia: $800.00 MXN. Cotiza disponibilidad y montaje en bodasesor.com.,in_stock,,,https://bodasesor.com/catalogos/bocadillos,https://bodasesor.com/catalogos/bocadillos,https://bodasesor.com/images/productos/bocadillos.png,800.00 MXN,,,no,,,Bodasesor,"""Servicio de alimentos Bodasesor"", ""Nivel Tradicional"", ""Disponible en CDMX""",Categoría:alimentos:Bocadillos,,new,no,,,,,,,,,,,,,,,,ali-bocadillos,,,
